host_id,host_name,host_since_year,host_since_anniversary,id,neighbourhood_cleansed,city,state,zipcode,country,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,guests_included,extra_people,minimum_nights,host_response_time,host_response_rate,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
5004150,Katja,2013,2/7,1620658,Watergraafsmeer,Amsterdam,North Holland,Nederland 1091 TS,Netherlands,52.3488906,4.915162939,Apartment,Entire home/apt,1,1,1,1,Real Bed,100,2,0,1,within a day,0.96,8,91,9,9,8,9,8,8
5004452,Ilona,2013,2/7,936710,IJburg - Zeeburgereiland,Amsterdam,North Holland,1087,Netherlands,52.357732,4.992832993,Apartment,Entire home/apt,10,1.5,3,7,Real Bed,130,2,40,2,within an hour,1,50,95,10,9,10,10,9,9
5005935,Janneke,2013,2/7,1217226,De Baarsjes - Oud-West,Amsterdam,North Holland,1054 NL,Netherlands,52.36426037,4.86910337,Apartment,Entire home/apt,2,1,1,1,Real Bed,110,1,0,3,within a day,0.67,9,98,10,10,10,10,9,10
5006429,Aalt,2013,2/7,5871532,Oostelijk Havengebied - Indische Buurt,Amsterdam,North Holland,1095JW,Netherlands,52.36055872,4.9467386,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,1,0,1,within an hour,1,0,,,,,,,
5006429,Aalt,2013,2/7,929753,Oostelijk Havengebied - Indische Buurt,Amsterdam,Noord-Holland,1095 JW,Netherlands,52.36237125,4.945283551,Apartment,Entire home/apt,1,1,1,2,Real Bed,20,1,0,1,within an hour,1,0,,,,,,,
5011601,Charlotte,2013,2/8,4242837,Oud-Oost,Amsterdam,North Holland,1091,Netherlands,52.3591031,4.914623839,Apartment,Entire home/apt,2,1,1,1,Real Bed,99,1,0,4,within a day,1,3,93,9,10,10,10,8,9
5012442,Jorit,2013,2/8,3290024,Centrum-West,Amsterdam,North Holland,1011 ET,Netherlands,52.37299109,4.900962613,Apartment,Entire home/apt,4,1,2,2,Real Bed,249,4,20,3,within a day,1,8,98,9,10,10,10,10,9
5013637,Marcel,2013,2/8,2573704,Centrum-Oost,Amsterdam,North Holland,1017,Netherlands,52.36158854,4.903427474,Apartment,Entire home/apt,4,2,2,2,Real Bed,210,2,40,3,within a few hours,1,2,84,8,10,8,9,10,7
5013637,Marcel,2013,2/8,930852,Centrum-Oost,Amsterdam,North Holland,,Netherlands,52.36309806,4.902325417,Apartment,Entire home/apt,3,1,1,1,Real Bed,175,2,30,3,within a few hours,1,2,97,10,10,10,10,10,9
5014645,Stefan,2013,2/8,4479454,Zuid,Amsterdam,North Holland,1058 KR,Netherlands,52.35597131,4.85003702,Apartment,Entire home/apt,2,1,1,1,Real Bed,85,1,0,3,N/A,N/A,1,100,10,10,10,10,8,8
5018334,Sun,2013,2/8,4144116,Buitenveldert - Zuidas,Amsterdam,North Holland,1082 XL,Netherlands,52.33012845,4.873665646,Apartment,Entire home/apt,2,1,1,1,Real Bed,99,1,0,2,within a few hours,0.85,3,100,10,10,10,10,9,10
5020172,Flora,2013,2/9,3307814,De Baarsjes - Oud-West,Amsterdam,North Holland,1052 SJ,Netherlands,52.37087336,4.871359775,Apartment,Entire home/apt,2,1,1,1,Real Bed,160,1,0,2,within a few hours,0.94,2,90,10,10,10,9,10,9
5020505,Michèle,2013,2/9,931801,De Baarsjes - Oud-West,Amsterdam,North Holland,1054 EN,Netherlands,52.36104184,4.863302655,Apartment,Entire home/apt,2,1,1,1,Real Bed,110,1,0,1,within a few hours,0.84,41,95,10,9,10,10,9,9
5021556,Farnoosh,2013,2/9,931980,Centrum-West,Amsterdam,North Holland,1011 EM,Netherlands,52.37269302,4.90063992,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,155,1,0,2,within a few hours,1,14,94,9,9,10,10,10,9
5022649,Jip,2013,2/9,932133,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1074,Netherlands,52.35651723,4.899649697,Loft,Private room,4,1,1,3,Real Bed,60,2,15,2,within an hour,1,35,88,9,8,9,9,9,8
5022649,Jip,2013,2/9,4818544,De Pijp - Rivierenbuurt,Amsterdam,Noord-Holland,1074,Netherlands,52.35609968,4.899552808,Apartment,Entire home/apt,3,1,1,2,Real Bed,85,2,20,2,within an hour,1,4,95,9,9,10,10,10,10
5023084,Patrick,2013,2/9,4939811,Oud-Oost,Amsterdam,Noord-Holland,1091 GT,Netherlands,52.35557581,4.909170176,Apartment,Entire home/apt,2,1,2,1,Real Bed,110,1,0,1,N/A,N/A,0,,,,,,,
5023195,Leo,2013,2/9,932649,Watergraafsmeer,Amsterdam,North Holland,1098,Netherlands,52.35188213,4.94319352,Apartment,Entire home/apt,2,1,1,1,Real Bed,95,1,0,7,N/A,N/A,6,100,10,9,10,10,10,10
5023274,Joëlle,2013,2/9,5811957,Oud-Noord,Amsterdam,Noord-Holland,1031HW,Netherlands,52.39200284,4.900321953,Apartment,Private room,2,1,1,1,Real Bed,54,1,0,1,within a few hours,1,0,,,,,,,
5027147,Wietske,2013,2/9,5800603,De Pijp - Rivierenbuurt,Amsterdam,Noord-Holland,1078 JG,Netherlands,52.34560361,4.888353899,Apartment,Entire home/apt,2,1,1,1,Real Bed,140,1,0,4,N/A,N/A,0,,,,,,,
5027245,Jorgen,2013,2/9,1329032,Centrum-West,Amsterdam,North Holland,1012,Netherlands,52.37684402,4.898753021,Apartment,Entire home/apt,2,1,1,1,Real Bed,135,1,0,1,within an hour,1,51,94,10,9,10,10,10,9
5030784,Wim,2013,2/10,933174,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1074,Netherlands,52.35411998,4.905130387,House,Entire home/apt,4,1,2,3,Real Bed,200,4,0,3,within a day,0.94,21,98,10,10,10,10,9,9
5031628,Bas,2013,2/10,933306,Bos en Lommer,Amsterdam,North Holland,1055,Netherlands,52.37911329,4.849133627,Apartment,Entire home/apt,2,1,1,1,Real Bed,79,1,20,2,within an hour,1,11,96,9,9,10,10,8,9
5033331,Dianne,2013,2/10,933523,IJburg - Zeeburgereiland,Amsterdam,North Holland,1087 CD,Netherlands,52.35673052,4.990604151,Apartment,Entire home/apt,4,1,2,2,Real Bed,125,2,25,2,within a few hours,1,5,96,9,10,10,10,10,9
5034213,Sophie,2013,2/10,1398395,Zuid,Amsterdam,North Holland,1075,Netherlands,52.35098481,4.854157877,Apartment,Entire home/apt,2,1,1,1,Real Bed,79,2,20,3,within a few hours,1,5,93,10,10,10,10,9,9
5034291,Nathalie,2013,2/10,1512743,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1073 HE,Netherlands,52.3505222,4.900540152,Apartment,Entire home/apt,2,1,1,1,Real Bed,125,1,0,4,N/A,N/A,0,,,,,,,
5034735,Fleur,2013,2/10,933698,De Baarsjes - Oud-West,Amsterdam,North Holland,1054,Netherlands,52.36220314,4.865788687,Apartment,Entire home/apt,2,1,1,1,Real Bed,110,2,0,3,N/A,N/A,5,96,10,10,10,10,10,10
5037279,Dennis,2013,2/10,1018421,Westerpark,Amsterdam,North Holland,1052 HH,Netherlands,52.37755225,4.875016565,Apartment,Entire home/apt,4,1,2,2,Real Bed,145,2,35,2,within a few hours,1,2,90,8,9,10,10,9,8
5037506,Zeiltjalk LOTUS,2013,2/10,934060,Westerpark,Amsterdam,North Holland,1013 AX,Netherlands,52.39594967,4.878249582,Boat,Entire home/apt,16,2,9,16,Real Bed,385,1,0,2,within an hour,1,21,91,10,10,9,9,8,8
5037598,Piter,2013,2/10,934078,Bijlmer-Centrum,Duivendrecht,North Holland,1115 EB,Netherlands,52.32745375,4.937208119,Apartment,Private room,2,1,1,1,Real Bed,65,1,0,2,within a day,0.91,4,100,10,10,10,10,9,9
5037898,Ruben,2013,2/10,1109494,De Baarsjes - Oud-West,Amsterdam,North Holland,1053,Netherlands,52.36264679,4.873268099,Apartment,Entire home/apt,2,1,1,1,Real Bed,118,1,0,4,within a few hours,1,45,96,9,9,9,10,10,9
5044001,Anna,2013,2/11,1117368,De Baarsjes - Oud-West,Amsterdam,North Holland,,Netherlands,52.37150268,4.855772857,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,1,0,1,within a day,1,5,88,9,9,9,10,8,8
5049347,Joleen,2013,2/11,2573222,Centrum-West,Amsterdam,North Holland,1012,Netherlands,52.37961127,4.896283184,Apartment,Entire home/apt,3,1,1,2,Real Bed,160,2,40,1,within a few hours,0.84,24,93,10,9,9,10,10,9
5049733,Paul,2013,2/11,2047502,Centrum-Oost,Amsterdam,North Holland,1017 AM,Netherlands,52.36236837,4.901013798,Boat,Entire home/apt,6,1.5,3,6,Real Bed,265,1,0,3,within a day,0.9,30,94,9,10,9,10,10,10
5049733,Paul,2013,2/11,2021168,Centrum-Oost,Amsterdam,Noord-Holland,1018 EJ,Netherlands,52.36555267,4.903750554,Boat,Entire home/apt,4,1,1,2,Real Bed,169,2,30,3,within a day,0.9,11,98,10,10,10,10,10,9
5051524,Feza,2013,2/11,3920749,Centrum-West,Amsterdam,Noord-Holland,1016,Netherlands,52.37181914,4.885410194,Apartment,Entire home/apt,4,1,3,2,Real Bed,200,1,0,5,within a day,0.89,1,100,10,10,10,10,10,10
5051562,Leonoor,2013,2/11,1556499,De Baarsjes - Oud-West,Amsterdam,North Holland,1053,Netherlands,52.3673406,4.873659532,Apartment,Entire home/apt,2,1,0,1,Real Bed,89,1,0,7,within a day,1,0,,,,,,,
5058598,Jolien,2013,2/12,1440217,Zuid,Amsterdam,North Holland,,Netherlands,52.3578148,4.850346609,Apartment,Entire home/apt,4,1,2,3,Real Bed,129,2,20,3,within a few hours,0.83,6,100,10,10,10,10,10,10
5060741,Michaela,2013,2/12,954974,Westerpark,Amsterdam,North Holland,1052,Netherlands,52.3902424,4.878096179,Apartment,Private room,2,1,1,1,Real Bed,80,1,0,2,within a few hours,0.74,16,96,9,9,9,10,9,9
5061426,Martine,2013,2/12,3722931,Centrum-Oost,Amsterdam,Noord-Holland,1018 WG,Netherlands,52.36357441,4.908515791,Apartment,Entire home/apt,2,1,1,1,Real Bed,125,1,0,3,within a day,1,4,100,10,10,10,10,10,9
5062046,Leontine,2013,2/12,937635,De Baarsjes - Oud-West,Amsterdam,North Holland,1054,Netherlands,52.36245544,4.864109009,Apartment,Entire home/apt,5,1,3,4,Real Bed,117,2,15,3,within a few hours,1,18,88,9,8,9,9,9,8
5069954,Mulan,2013,2/13,938669,Centrum-Oost,Amsterdam,North Holland,,Netherlands,52.36050645,4.88978128,House,Entire home/apt,4,1.5,1,4,Real Bed,175,0,0,2,within an hour,1,122,96,10,10,10,10,10,10
5071241,Martine & Bart,2013,2/13,2527472,Oud-Oost,Amsterdam,North Holland,1091 AG,Netherlands,52.359034,4.913923243,Apartment,Entire home/apt,4,1.5,1,2,Real Bed,89,2,25,2,within a few hours,1,18,93,9,10,10,10,9,9
5073186,Mare,2013,2/13,939211,Westerpark,Amsterdam,North Holland,1013 SG,Netherlands,52.38868206,4.867773474,Apartment,Entire home/apt,2,1,1,2,Real Bed,95,2,40,2,within a day,1,9,98,10,10,10,10,9,9
5076226,Marijke,2013,2/13,939698,Oostelijk Havengebied - Indische Buurt,Amsterdam,North Holland,1019 AW,Netherlands,52.36946356,4.94343034,Boat,Entire home/apt,4,1,2,4,Real Bed,165,4,25,1,within a few hours,0.94,11,98,10,10,10,10,9,9
5081979,Anne,2013,2/14,4698005,Westerpark,Amsterdam,Noord-Holland,1051,Netherlands,52.38078051,4.868830671,House,Entire home/apt,2,1,1,1,Real Bed,99,2,0,2,within a day,0.7,6,100,10,9,10,10,10,10
5082445,Wiechert,2013,2/14,940369,Centrum-Oost,Amsterdam,North Holland,1017,Netherlands,52.35972479,4.893472071,Apartment,Entire home/apt,4,1,2,2,Real Bed,125,2,12,2,within a few hours,0.8,16,94,10,9,10,10,10,9
5083526,Nina,2013,2/14,5098926,De Pijp - Rivierenbuurt,Amsterdam,Noord-Holland,,Netherlands,52.35369966,4.892475571,Apartment,Entire home/apt,2,1,1,1,Real Bed,79,1,0,3,within an hour,1,5,95,10,10,10,10,10,10
5087494,Charlotte,2013,2/14,1642884,De Baarsjes - Oud-West,Amsterdam,North Holland,1054,Netherlands,52.36171624,4.867977054,Apartment,Entire home/apt,5,1,2,4,Real Bed,229,2,0,3,within a day,0.63,18,92,9,9,10,10,9,9
5087494,Charlotte,2013,2/14,2358030,De Baarsjes - Oud-West,Amsterdam,North Holland,1054VT,Netherlands,52.36163649,4.865767699,Apartment,Entire home/apt,2,1.5,1,2,Real Bed,89,1,0,3,within a day,0.63,4,95,9,9,9,9,9,9
5088744,Sander,2013,2/14,941285,De Baarsjes - Oud-West,Amsterdam,North Holland,1052,Netherlands,52.37228811,4.873203647,Apartment,Entire home/apt,2,1,1,1,Real Bed,125,1,0,3,within an hour,1,42,89,9,9,10,10,9,9
5088845,Hans & Karlien,2013,2/14,2942499,De Baarsjes - Oud-West,Amsterdam,North Holland,1057 JL,Netherlands,52.36315617,4.868218296,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,90,1,0,3,within a few hours,0.88,5,96,10,9,10,10,9,10
5089141,Sander,2013,2/14,1380741,Slotervaart,Amsterdam,North Holland,1061 VX,Netherlands,52.36659385,4.838742978,Apartment,Private room,2,1,1,1,Real Bed,49,1,30,2,within a few hours,1,26,97,10,10,9,10,9,10
5093231,Suzy En Anthony,2013,2/15,1166169,Oud-Noord,Amsterdam,North Holland,1021 GV,Netherlands,52.38395841,4.914098564,Apartment,Entire home/apt,4,1,2,4,Real Bed,120,4,0,6,N/A,N/A,5,92,10,9,10,10,8,8
5093262,Renée,2013,2/15,3207218,Watergraafsmeer,Amsterdam,North Holland,1098,Netherlands,52.35711495,4.943219112,Apartment,Entire home/apt,4,1,2,2,Real Bed,150,4,25,2,within a few hours,0.9,3,100,9,9,10,10,10,10
5095163,Marjanne,2013,2/15,4717542,Oostelijk Havengebied - Indische Buurt,Amsterdam,Noord-Holland,1095 AV,Netherlands,52.36321764,4.940573009,Apartment,Entire home/apt,2,1,1,1,Real Bed,75,1,0,3,within a day,0.6,1,100,8,10,10,10,8,10
5096941,Haite,2013,2/15,5325936,Slotervaart,Amsterdam,Noord-Holland,1065,Netherlands,52.36451759,4.833115198,Apartment,Entire home/apt,4,1,2,2,Real Bed,80,4,20,1,within an hour,1,11,89,9,8,10,10,8,9
5099967,Zippora,2013,2/15,2152428,Zuid,Amsterdam,North Holland,1071,Netherlands,52.3536966,4.880982649,Apartment,Entire home/apt,5,1,3,5,Real Bed,125,2,15,2,within a few hours,1,4,95,10,9,10,10,9,9
5102632,Madelinde (& Peik),2013,2/16,946142,Westerpark,Amsterdam,North Holland,1052 GA,Netherlands,52.38084925,4.874552068,Apartment,Entire home/apt,2,1,1,1,Real Bed,67,1,20,3,within a day,0.92,90,93,10,10,10,10,9,9
5102649,Caroline,2013,2/16,3336727,Bos en Lommer,Amsterdam,North Holland,1056 CG,Netherlands,52.37552958,4.85553919,Apartment,Private room,2,1,1,1,Real Bed,60,1,0,3,within a few hours,0.88,20,94,9,8,9,9,9,9
5104770,Judith En Jurijn,2013,2/16,962066,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1072,Netherlands,52.35550632,4.89169764,Apartment,Private room,2,1,1,1,Real Bed,70,1,0,2,within a few hours,1,22,96,10,10,10,10,10,10
5105426,Mariangela,2013,2/16,943625,De Baarsjes - Oud-West,Amsterdam,North Holland,1053 ED,Netherlands,52.36757597,4.871940089,Apartment,Entire home/apt,2,1,1,1,Real Bed,70,1,0,2,within a few hours,0.9,33,94,9,9,9,9,10,9
5106560,Lieselotte & Titus,2013,2/16,4872957,Centrum-West,Amsterdam,Noord-Holland,1016HS,Netherlands,52.36903418,4.883403444,Apartment,Entire home/apt,2,1,2,1,Real Bed,200,1,0,1,within a day,1,1,100,10,10,10,10,10,10
5113662,Stefan,2013,2/17,1508944,Bos en Lommer,Amsterdam,North Holland,1056 BM,Netherlands,52.37533249,4.857028417,Apartment,Entire home/apt,8,1,3,3,Real Bed,198,5,29,4,within an hour,0.97,17,89,9,8,10,10,9,8
5113662,Stefan,2013,2/17,944529,Bos en Lommer,Amsterdam,Noord-Holland,1055,Netherlands,52.37898486,4.839968675,Apartment,Private room,3,1,1,2,Real Bed,79,1,29,4,within an hour,0.97,20,86,8,9,9,9,8,8
5113662,Stefan,2013,2/17,3736177,Bos en Lommer,Amsterdam,North Holland,1055,Netherlands,52.37505058,4.857270562,Apartment,Entire home/apt,3,1,0,2,Real Bed,98,2,29,4,within an hour,0.97,1,60,8,4,8,10,6,6
5114247,Noor,2013,2/17,3866131,De Baarsjes - Oud-West,Amsterdam,North Holland,1054,Netherlands,52.36018761,4.862305882,Apartment,Entire home/apt,3,1,1,1,Real Bed,86,2,20,3,within a day,1,2,100,10,10,9,9,10,9
5117324,Najah,2013,2/17,4963297,Oostelijk Havengebied - Indische Buurt,Amsterdam,Noord-Holland,1095,Netherlands,52.36339418,4.946066866,Apartment,Entire home/apt,3,1,1,1,Real Bed,80,1,0,1,within a few hours,1,0,,,,,,,
5123332,Henry,2013,2/17,4866035,De Pijp - Rivierenbuurt,Amsterdam,Noord-Holland,1072 LM,Netherlands,52.35563606,4.89098009,Apartment,Entire home/apt,2,1,1,1,Real Bed,65,1,0,1,within an hour,1,4,95,10,9,10,10,10,10
5127223,Ruud,2013,2/18,2929338,Westerpark,Amsterdam,North Holland,1013 SV,Netherlands,52.3872891,4.880835162,Apartment,Entire home/apt,2,1,1,1,Real Bed,90,1,0,1,within a day,0.67,1,100,10,10,10,10,10,10
5128289,Ronja,2013,2/18,4724281,Centrum-West,Amsterdam,Noord-Holland,1012 WN,Netherlands,52.36912624,4.887397851,Apartment,Entire home/apt,4,1,2,2,Real Bed,200,1,0,2,within a day,0.62,4,90,10,9,10,10,10,9
5130293,Merel,2013,2/18,946729,De Pijp - Rivierenbuurt,Amsterdam,North Holland,,Netherlands,52.34963756,4.898196576,Apartment,Entire home/apt,2,1,1,1,Real Bed,139,2,0,2,within a few hours,0.95,6,93,9,9,9,10,9,9
5134833,Andre,2013,2/18,1100569,Osdorp,Amsterdam,North Holland,1069 DA,Netherlands,52.35579287,4.795973684,Apartment,Private room,2,,1,,Real Bed,75,1,0,1,within an hour,1,22,96,10,9,10,10,9,9
5134833,Andre,2013,2/18,947437,Osdorp,Amsterdam,North Holland,1069 DA,Netherlands,52.35790632,4.79549493,Bed & Breakfast,Private room,2,1,1,2,Real Bed,75,2,30,1,within an hour,1,19,92,9,9,10,10,8,9
5136065,Darius,2013,2/18,998139,Oostelijk Havengebied - Indische Buurt,Amsterdam,North Holland,1094 EC,Netherlands,52.36595584,4.933959491,Apartment,Entire home/apt,2,1,1,1,Real Bed,76,1,10,2,within a day,0.91,25,94,9,10,10,10,9,9
5136130,Ernst,2013,2/18,947542,Oud-Oost,Amsterdam,North Holland,1091 BE,Netherlands,52.35749541,4.912317008,Apartment,Entire home/apt,3,1,2,2,Real Bed,130,1,0,1,within a few hours,1,26,98,10,10,10,10,9,9
5137582,C.T.,2013,2/18,2647276,Gaasperdam - Driemond,Amsterdam-Zuidoost,North Holland,1108 AB,Netherlands,52.31010033,4.999067207,House,Private room,2,1,1,1,Real Bed,85,0,0,1,within an hour,1,3,93,9,9,9,9,7,9
5137582,C.T.,2013,2/18,2638552,Gaasperdam - Driemond,Amsterdam-Zuidoost,North Holland,1108 AB,Netherlands,52.31015162,5.000695871,House,Private room,2,1,1,1,Real Bed,75,0,0,1,within an hour,1,6,93,9,10,9,9,8,9
5137582,C.T.,2013,2/18,4459764,Gaasperdam - Driemond,Amsterdam Zuidoost,North Holland,1108 AB,Netherlands,52.31450834,4.994298519,Yurt,Private room,2,1,1,1,Real Bed,85,2,25,1,within an hour,1,0,,,,,,,
5137582,C.T.,2013,2/18,2647365,Gaasperdam - Driemond,Amsterdam-Zuidoost,North Holland,1108 AB,Netherlands,52.31168179,5.000544197,House,Private room,2,1,1,1,Real Bed,85,0,0,1,within an hour,1,5,88,10,10,10,9,9,9
5144676,Judith,2013,2/19,1791028,Oud-Oost,Amsterdam,North Holland,1093 BJ,Netherlands,52.36565502,4.929109538,Apartment,Entire home/apt,2,1,1,1,Real Bed,89,1,0,1,within a day,0.83,13,95,9,9,10,10,9,9
5144689,Tays,2013,2/19,1804707,Slotervaart,Amsterdam,North Holland,1065 DC,Netherlands,52.35357669,4.832072236,Apartment,Private room,2,1,1,1,Real Bed,80,1,25,2,within an hour,1,18,92,10,10,10,9,8,8
5151199,Wouter & Lotte,2013,2/19,2343092,Oostelijk Havengebied - Indische Buurt,Amsterdam,North Holland,1094 JT,Netherlands,52.36284319,4.938140926,Apartment,Entire home/apt,2,1,1,1,Real Bed,70,1,0,3,within a few hours,0.88,7,100,10,10,10,9,9,10
5156617,Cindy,2013,2/20,3687401,Centrum-West,Amsterdam,North Holland,1015 GG,Netherlands,52.38250811,4.886613523,Loft,Entire home/apt,2,1,1,1,Real Bed,150,1,0,4,within a day,0.67,0,,,,,,,
5158480,Margarita,2013,2/20,5112181,Buitenveldert - Zuidas,Amsterdam,Noord-Holland,1083 EA,Netherlands,52.32849612,4.884951127,Apartment,Private room,2,1,1,1,Real Bed,80,1,20,1,within a day,1,0,,,,,,,
5159490,Arnout,2013,2/20,951111,Centrum-West,Amsterdam,North Holland,1015,Netherlands,52.38169002,4.884052536,Apartment,Entire home/apt,2,1,1,1,Real Bed,99,2,0,5,within a few hours,0.9,14,87,8,8,10,10,10,9
5159981,Gerrit,2013,2/20,1236080,Bijlmer-Oost,Amsterdam-Zuidoost,North Holland,1103 RK,Netherlands,52.32689147,4.980092559,Apartment,Private room,2,1,1,1,Real Bed,105,1,0,1,N/A,N/A,0,,,,,,,
5162447,Roland,2013,2/20,951483,Oud-Oost,Amsterdam,North Holland,1097,Netherlands,52.35290153,4.922806424,House,Entire home/apt,4,1,3,3,Real Bed,115,4,25,2,within a few hours,1,3,100,9,10,10,10,9,10
5163484,Barbara,2013,2/20,951605,IJburg - Zeeburgereiland,Amsterdam,North Holland,1086,Netherlands,52.36272294,4.978144223,Apartment,Entire home/apt,2,1,1,1,Real Bed,65,1,0,2,within a day,1,18,95,9,9,10,9,9,9
5182633,David,2013,2/22,954341,De Baarsjes - Oud-West,Amsterdam,North Holland,1054,Netherlands,52.36410806,4.87435387,Apartment,Entire home/apt,2,1,1,1,Real Bed,99,2,25,2,within a day,0.77,43,94,9,9,9,9,9,9
5183517,Simone,2013,2/22,954633,Bijlmer-Centrum,Amsterdam-Zuidoost,North Holland,1102 JG,Netherlands,52.32114787,4.955529586,Apartment,Private room,2,1,1,2,Real Bed,85,1,0,1,within a few hours,0.8,17,92,9,9,10,10,8,9
5183517,Simone,2013,2/22,954629,Bijlmer-Centrum,Amsterdam-Zuidoost,North Holland,1102 JG,Netherlands,52.32079342,4.954566352,Bed & Breakfast,Private room,1,1,1,1,Real Bed,75,1,0,7,within a few hours,0.8,1,80,10,6,8,8,6,8
5184553,Desiree,2013,2/22,3093033,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1078 LB,Netherlands,52.34557793,4.895576673,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,2,50,4,N/A,N/A,0,,,,,,,
5184617,Jakobus,2013,2/22,1021290,Centrum-Oost,Amsterdam,North Holland,1018 BH,Netherlands,52.36515583,4.914048074,Apartment,Entire home/apt,2,1,1,1,Real Bed,189,1,0,2,within a few hours,1,7,100,10,10,10,10,10,10
5184769,Merel,2013,2/22,954664,De Baarsjes - Oud-West,Amsterdam,North Holland,1053,Netherlands,52.36778303,4.874272699,Apartment,Entire home/apt,2,1,1,1,Real Bed,85,1,0,2,within an hour,1,14,97,9,10,10,10,9,10
5194004,David,2013,2/23,2813797,Centrum-West,Amsterdam,North Holland,1015 DV,Netherlands,52.37923883,4.888921457,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,200,2,40,1,within an hour,1,5,100,9,10,10,10,10,10
5194098,Nicky,2013,2/23,2429933,Centrum-West,Amsterdam,North Holland,1015 SG,Netherlands,52.37535269,4.878873501,House,Entire home/apt,2,1,1,1,Real Bed,150,2,0,1,within a few hours,0.9,3,100,9,10,10,10,10,10
5204156,John,2013,2/24,1666116,De Baarsjes - Oud-West,Amsterdam,North Holland,1057 ET,Netherlands,52.36952261,4.857699265,Apartment,Entire home/apt,2,1,2,2,Real Bed,125,1,30,1,within a day,0.78,3,87,9,10,10,10,10,9
5204869,Renske,2013,2/24,957182,Centrum-Oost,Amsterdam,North Holland,1074,Netherlands,52.35909336,4.902468674,Apartment,Entire home/apt,2,1,1,1,Real Bed,95,1,0,10,within an hour,1,6,98,10,10,10,10,10,10
5205214,Anne,2013,2/24,1153909,Centrum-West,Amsterdam,North Holland,1015,Netherlands,52.37957535,4.88496072,Apartment,Entire home/apt,2,1,1,1,Real Bed,140,1,0,1,within an hour,1,17,100,10,10,10,10,10,10
5207623,Jesse & Anat,2013,2/24,1796517,De Pijp - Rivierenbuurt,Amsterdam,Noord-Holland,1074 ES,Netherlands,52.35377178,4.9035725,Apartment,Entire home/apt,2,1,1,1,Real Bed,99,1,0,2,within a few hours,1,0,,,,,,,
5208958,Severine,2013,2/24,5882347,Zuid,Amsterdam,Noord-Holland,1072,Netherlands,52.35160707,4.886276614,Apartment,Entire home/apt,4,1,2,2,Real Bed,150,1,0,1,within an hour,1,0,,,,,,,
5219163,Nella,2013,2/25,959043,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1074 CR,Netherlands,52.35704863,4.899361543,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,1,30,2,within a day,0.5,13,95,10,8,10,10,9,9
5219303,Ronit,2013,2/25,3336207,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1074,Netherlands,52.34607577,4.898405311,Apartment,Entire home/apt,4,1,2,2,Real Bed,150,3,0,2,within an hour,1,11,89,9,9,9,10,10,8
5225798,Arek,2013,2/25,960091,Slotervaart,Amsterdam,North Holland,1057,Netherlands,52.36640541,4.845002796,Apartment,Private room,3,1,1,1,Real Bed,35,1,35,1,within an hour,1,48,88,9,8,9,9,8,8
5225843,Remy,2013,2/25,4159580,De Baarsjes - Oud-West,Amsterdam,North Holland,1057 EP,Netherlands,52.36831877,4.857679776,Apartment,Entire home/apt,2,1,1,1,Real Bed,76,1,0,1,within a day,0.9,2,100,10,10,10,9,9,10
5232385,Jeroen,2013,2/26,2327428,Oud-Oost,Amsterdam,North Holland,1091 LM,Netherlands,52.35388455,4.919278862,Apartment,Entire home/apt,2,1,1,1,Real Bed,145,1,0,3,within a few hours,1,0,,,,,,,
5234760,Navdeep,2013,2/26,1806324,Buitenveldert - Zuidas,Amsterdam,North Holland,1082,Netherlands,52.32768985,4.879738534,Apartment,Private room,1,1,1,1,Real Bed,33,1,0,1,within a few hours,0.88,49,78,9,8,9,9,7,8
5236167,Rutger,2013,2/26,4434484,Centrum-Oost,Amsterdam,North Holland,1017 NJ,Netherlands,52.36244501,4.884915212,House,Entire home/apt,8,3,5,5,Real Bed,500,1,0,4,within a day,0.9,1,80,10,10,10,10,8,8
5240849,Julia,2013,2/26,1319013,Centrum-Oost,Amsterdam,North Holland,1018,Netherlands,52.37039174,4.914681192,House,Entire home/apt,6,2,2,3,Real Bed,169,2,65,2,within a few hours,0.81,13,89,8,9,9,9,10,8
5247071,Linda,2013,2/27,985155,Centrum-Oost,Amsterdam,North Holland,1018 ZM,Netherlands,52.37089248,4.915567323,Apartment,Entire home/apt,2,1,1,1,Real Bed,80,2,70,2,within an hour,1,16,93,10,9,9,10,9,9
